Date,Closed PnL,Size USD,Account,Trade ID,Fee,Daily_Win_Rate,value,classification,Next_Day_Profitable,Cumulative_PnL
2024-10-05,5767.161892,605605.74,2,37,211.961771,0.6486486486486487,49,Neutral,1,389977.54389800003
2024-10-06,130.487079,300130.56,1,22,105.045693,0.22727272727272727,50,Neutral,0,390108.030977
2024-10-07,0.0,219984.65,1,21,76.994616,0.0,50,Neutral,1,390108.030977
2024-10-08,5396.546638,434584.13,2,36,152.10422,0.9166666666666666,49,Neutral,1,395504.577615
2024-10-09,396.06272,220399.93,1,14,77.139967,0.21428571428571427,49,Neutral,0,395900.640335
2024-10-10,0.0,300024.33999999997,1,16,105.00851,0.0,39,Fear,1,395900.640335
2024-10-11,8885.327477,488904.19,2,26,171.116194,0.6923076923076923,32,Fear,1,404785.967812
2024-10-12,541.55471,159713.4,1,10,55.899685,0.7,49,Neutral,0,405327.522522
2024-10-13,0.0,60002.42,1,10,21.000841,0.0,50,Neutral,1,405327.522522
2024-10-14,1913.61958,61916.020000000004,1,5,21.670604,1.0,48,Neutral,1,407241.142102
2024-10-15,1170.2260760000001,81173.36,1,7,28.410673,0.5714285714285714,65,Greed,1,408411.36817800003
2024-10-16,219.480876,80229.17,1,11,28.080204000000002,0.2727272727272727,73,Greed,1,408630.84905400005
2024-10-17,36.11496,140531.75,2,9,49.186107,0.1111111111111111,71,Greed,1,408666.964014
2024-10-18,333.219141,120331.43000000001,1,6,42.115998,0.8333333333333334,73,Greed,0,409000.18315500004
2024-10-19,0.0,99996.86,1,4,34.998901000000004,0.0,72,Greed,1,409000.18315500004
2024-10-20,389.155797,176447.86000000002,2,96,59.257459,0.11458333333333333,73,Greed,1,409389.338952
2024-10-21,2464.915564,324117.99,2,173,109.858043,0.3930635838150289,72,Greed,0,411854.25451600004
2024-10-22,0.0,60000.36,1,3,21.000124,0.0,70,Greed,0,411854.25451600004
2024-10-23,-46.489941,210006.07,1,18,73.502111,0.0,71,Greed,1,411807.76457500004
2024-10-25,13235.862071,427883.18,2,30,143.841914,0.7,72,Greed,1,425043.626646
2024-10-27,666.6623079999999,90664.41,1,4,31.73254,0.75,74,Greed,1,425710.28895400005
2024-10-28,167.28016200000002,121495.25,2,13,42.27334,0.3076923076923077,72,Greed,1,425877.569116
2024-10-29,801.170876,613267.8099999999,2,53,214.643714,0.05660377358490566,72,Greed,1,426678.73999200005
2024-10-30,9.150023,11830.85,1,25,3.596988,0.28,77,Extreme Greed,1,426687.89001500007
2024-10-31,1214.043811,896173.36,3,48,312.710928,0.7083333333333334,77,Extreme Greed,1,427901.9338260001
2024-11-01,1040.475736,260981.03,2,23,90.654875,0.2608695652173913,75,Extreme Greed,0,428942.4095620001
2024-11-02,0.0,40000.0,1,2,13.999997,0.0,72,Greed,0,428942.4095620001
2024-11-03,0.0,129055.66,2,6,40.404152,0.0,74,Greed,1,428942.4095620001
2024-11-04,2799.410474,451811.97,2,36,158.13418000000001,0.6388888888888888,70,Greed,1,431741.82003600005
2024-11-05,678.4759280000001,200627.23,1,10,70.219524,0.5,70,Greed,1,432420.29596400005
2024-11-06,2817.83723,123906.9,2,15,43.36741,0.4666666666666667,70,Greed,1,435238.13319400005
2024-11-07,4493.353136,111335.3,3,113,26.17844238,0.5309734513274337,77,Extreme Greed,0,439731.48633000004
2024-11-08,-64.41354100000007,270700.44,2,39,93.87825699999999,0.15384615384615385,75,Extreme Greed,1,439667.07278900006
2024-11-09,102.90894,193384.41,2,86,66.18450299999999,0.22093023255813954,75,Extreme Greed,1,439769.98172900005
2024-11-10,991.114334,413636.7,3,173,142.313546,0.2947976878612717,78,Extreme Greed,1,440761.09606300003
2024-11-11,6749.630996,1570572.42,4,373,396.91055,0.24664879356568364,76,Extreme Greed,1,447510.72705900006
2024-11-12,3494.399394,1226354.52,4,171,427.904853,0.19883040935672514,80,Extreme Greed,1,451005.12645300006
2024-11-13,7846.402274,515336.37,5,48,179.184068,0.5625,84,Extreme Greed,1,458851.52872700006
2024-11-14,4563.509225,1008361.81,2,110,335.028802,0.2545454545454545,88,Extreme Greed,1,463415.03795200004
2024-11-15,4140.740438,1427858.42,4,149,466.427513,0.3691275167785235,80,Extreme Greed,1,467555.77839000005
2024-11-16,2769.521909,303296.07,4,157,100.171303,0.3057324840764331,86,Extreme Greed,1,470325.30029900005
2024-11-17,882.975285,1215987.57,4,209,271.111689,0.23444976076555024,90,Extreme Greed,1,471208.27558400005
2024-11-18,4470.815187,2084339.58,7,346,445.104339,0.3583815028901734,83,Extreme Greed,1,475679.090771
2024-11-19,2958.268991,628031.15,5,305,201.486933,0.4918032786885246,90,Extreme Greed,1,478637.35976200004
2024-11-20,4210.0928969999995,1999514.1199999999,5,550,644.057369,0.3981818181818182,83,Extreme Greed,1,482847.45265900006
2024-11-21,1692.430891,598300.62,5,535,198.628267,0.308411214953271,82,Extreme Greed,0,484539.8835500001
2024-11-22,-18105.345617,1646713.62,6,679,436.439059,0.3078055964653903,94,Extreme Greed,1,466434.5379330001
2024-11-23,2901.531638,516245.68,4,363,154.621867,0.3526170798898072,93,Extreme Greed,1,469336.06957100006
2024-11-24,945.550386,664952.28,3,172,202.583126,0.26744186046511625,80,Extreme Greed,1,470281.6199570001
2024-11-25,5523.740734,937410.87,2,255,283.779701,0.4117647058823529,82,Extreme Greed,1,475805.36069100007
2024-11-26,1094.809359,1146902.44,4,302,311.298478,0.2913907284768212,79,Extreme Greed,0,476900.1700500001
2024-11-27,-2654.495633,1444242.53,2,213,439.714536,0.3474178403755869,75,Extreme Greed,0,474245.6744170001
2024-11-28,-127075.39958499999,1894225.15,5,332,315.582009,0.32831325301204817,77,Extreme Greed,1,347170.2748320001
2024-11-29,176844.994152,794262.91,11,393,192.45173557,0.48854961832061067,78,Extreme Greed,1,524015.2689840001
2024-11-30,37316.69352,1732193.7,8,373,552.3753395,0.42091152815013405,84,Extreme Greed,1,561331.962504
2024-12-01,40886.364494,814711.82,9,416,245.38375138,0.53125,81,Extreme Greed,1,602218.326998
2024-12-02,18489.604313,585243.56,8,270,147.88781359,0.4074074074074074,80,Extreme Greed,1,620707.931311
2024-12-03,23576.539285,1084666.53,8,374,330.57309170999997,0.4304812834224599,76,Extreme Greed,1,644284.470596
2024-12-04,292891.815021,769287.65,7,319,172.60641765,0.46394984326018807,78,Extreme Greed,1,937176.285617
2024-12-05,71574.11848800001,1256750.79,8,456,352.76572323,0.4232456140350877,84,Extreme Greed,0,1008750.404105
2024-12-06,-92624.643895,3471019.22,10,403,691.99378587,0.23325062034739455,72,Greed,1,916125.76021
2024-12-07,85906.279067,451733.42,6,304,108.4520379,0.4309210526315789,75,Extreme Greed,1,1002032.039277
2024-12-08,15965.933436,932939.72,6,420,234.17888346,0.3619047619047619,79,Extreme Greed,1,1017997.972713
2024-12-09,6310.967676,983949.68,10,539,174.77343643,0.31910946196660483,78,Extreme Greed,1,1024308.940389
2024-12-10,39325.770231,3150424.08,11,1596,453.54068535,0.5870927318295739,78,Extreme Greed,1,1063634.71062
2024-12-11,319051.554217,2194098.33,12,1221,413.50923006,0.7125307125307125,74,Greed,1,1382686.264837
2024-12-12,599151.795008,4557189.87,14,1932,698.96545151,0.6997929606625258,83,Extreme Greed,1,1981838.059845
2024-12-13,31935.901745,2880824.64,11,1173,453.22737636,0.40153452685422,76,Extreme Greed,1,2013773.96159
2024-12-14,167801.399244,2369561.78,12,1235,232.09144503,0.47368421052631576,83,Extreme Greed,1,2181575.360834
2024-12-15,97525.315279,2583269.81,15,1697,231.33057037999998,0.24572775486152032,80,Extreme Greed,1,2279100.676113
2024-12-16,166774.344133,2740808.97,13,1055,402.150056,0.5071090047393365,83,Extreme Greed,1,2445875.020246
2024-12-17,219591.305172,5233597.63,16,1941,746.14038598,0.4363730036063885,87,Extreme Greed,1,2665466.325418
2024-12-18,13682.994673,3798887.07,13,1429,691.44797021,0.36599020293911827,81,Extreme Greed,1,2679149.3200910003
2024-12-19,62744.004486000005,8241709.39,13,3339,1056.23317908,0.6148547469302186,75,Extreme Greed,1,2741893.3245770005
2024-12-20,254969.660039,7681274.71,15,2488,1210.83830578,0.5558681672025724,74,Greed,1,2996862.9846160007
2024-12-21,150022.163157,4382875.12,8,1681,680.39159713,0.5496728138013087,73,Greed,1,3146885.147773001
2024-12-22,352197.163973,3087320.22,8,774,333.05684453,0.4354005167958656,73,Greed,0,3499082.311746001
2024-12-23,-29430.626577,6771878.26,14,2347,1200.89694657,0.2901576480613549,70,Greed,1,3469651.6851690006
2024-12-24,14813.780116,1767036.11,11,338,386.78244023,0.33727810650887574,73,Greed,1,3484465.465285001
2024-12-25,756.6570469999998,347889.35,6,208,66.51878221999999,0.30288461538461536,73,Greed,1,3485222.1223320006
2024-12-26,60228.639722,2205242.65,7,697,523.35899848,0.5136298421807748,79,Extreme Greed,1,3545450.7620540005
2024-12-27,2672.811035,347913.0,7,260,88.5556466,0.4230769230769231,74,Greed,1,3548123.5730890003
2024-12-28,940.673623,281555.01,7,161,48.40849263,0.22981366459627328,72,Greed,1,3549064.246712
2024-12-29,2884.067927,344628.54,7,201,72.1173571,0.31840796019900497,73,Greed,1,3551948.314639
2024-12-30,9009.738137,1073865.73,9,304,284.90632048,0.39473684210526316,65,Greed,1,3560958.052776
2024-12-31,5445.01281,877164.62,6,306,266.51641113,0.3006535947712418,64,Greed,0,3566403.065586
2025-01-01,-9528.065345,282582.1,6,96,31.60438221,0.3020833333333333,66,Greed,1,3556875.000241
2025-01-02,8716.519087,774674.84,9,361,176.13969323,0.45706371191135736,70,Greed,1,3565591.519328
2025-01-03,6028.486793,771208.99,9,508,210.99783681,0.27165354330708663,74,Greed,1,3571620.006121
2025-01-04,2553.537968,1826029.6199999999,9,371,233.711971,0.20215633423180593,73,Greed,1,3574173.5440889997
2025-01-05,3187.719363,451943.57,8,239,139.34161097,0.41841004184100417,72,Greed,1,3577361.2634519995
2025-01-06,6064.185393,556526.99,7,573,174.93108825,0.15532286212914484,76,Extreme Greed,1,3583425.4488449995
2025-01-07,16098.227531,1313178.1,6,637,303.38645263,0.7613814756671899,78,Extreme Greed,1,3599523.6763759996
2025-01-08,130117.090554,3177275.18,11,1039,696.91291038,0.37151106833493747,70,Greed,1,3729640.7669299995
2025-01-09,46975.928902,1020733.25,7,522,275.51377943,0.2777777777777778,69,Greed,0,3776616.6958319996
2025-01-10,-10116.875552,6547449.68,7,819,2094.17917505,0.5274725274725275,50,Neutral,1,3766499.8202799996
2025-01-11,2269.080536,1658098.71,7,283,494.64797735,0.24381625441696114,69,Greed,1,3768768.9008159996
2025-01-12,5742.241803,2258459.17,7,602,612.0827527,0.7840531561461794,62,Greed,1,3774511.142619
2025-01-13,9655.429352,2936648.0100000002,11,408,863.10012478,0.3872549019607843,61,Greed,1,3784166.5719709997
2025-01-14,16069.512355,876581.97,9,275,240.59104948,0.49818181818181817,63,Greed,1,3800236.0843259995
2025-01-15,14819.5883,1801599.8900000001,11,267,513.60899482,0.4606741573033708,70,Greed,1,3815055.6726259994
2025-01-16,20807.709328,3049692.96,9,371,890.56916796,0.3423180592991914,75,Extreme Greed,1,3835863.3819539994
2025-01-17,7006.415608,1110230.46,8,238,351.41464889,0.5294117647058824,75,Extreme Greed,1,3842869.7975619994
2025-01-18,443.2330819999997,2711629.88,12,651,815.9342014599999,0.38095238095238093,77,Extreme Greed,1,3843313.0306439996
2025-01-19,87923.799302,9715215.3,15,1567,2162.35563971,0.20229738353541799,77,Extreme Greed,1,3931236.8299459997
2025-01-20,87277.239173,8287327.01,15,1315,2207.65981966,0.5224334600760456,76,Extreme Greed,1,4018514.069119
2025-01-21,11077.839421,1523729.82,8,530,398.3042653,0.3867924528301887,76,Extreme Greed,1,4029591.9085399997
2025-01-22,20524.408057,1778406.43,10,832,471.17013976,0.28125,84,Extreme Greed,1,4050116.3165969998
2025-01-23,101256.24216,3697028.66,12,1218,1088.34986968,0.6609195402298851,75,Extreme Greed,1,4151372.5587569997
2025-01-24,10602.779738,1611433.45,11,874,338.6436011,0.5583524027459954,75,Extreme Greed,0,4161975.338495
2025-01-25,-10348.016255999999,1239377.7,11,506,318.93376206,0.27865612648221344,75,Extreme Greed,1,4151627.322239
2025-01-26,40823.466668,1201173.66,7,451,382.25815423,0.43458980044345896,73,Greed,1,4192450.788907
2025-01-27,41331.765392,1508028.31,15,773,406.25916743,0.4760672703751617,71,Greed,1,4233782.554299
2025-01-28,17979.613973,579412.17,8,498,124.71028463,0.6285140562248996,72,Greed,1,4251762.168272
2025-01-29,23421.01147,1897513.41,9,910,612.52114509,0.4164835164835165,72,Greed,1,4275183.179742
2025-01-30,23097.471385,3014397.17,11,1067,874.65111573,0.3467666354264292,70,Greed,1,4298280.651127
2025-01-31,35868.296773,2783411.48,11,1016,670.93805151,0.5413385826771654,76,Extreme Greed,1,4334148.9479
2025-02-01,32300.205017,1363746.44,12,634,285.47738189,0.5962145110410094,68,Greed,1,4366449.152917
2025-02-02,162854.759623,5661092.29,13,1319,1184.12208921,0.35860500379075055,60,Greed,1,4529303.912540001
2025-02-03,348871.326269,22592901.37,12,2380,2991.56562406,0.4634453781512605,44,Fear,1,4878175.238809001
2025-02-04,416876.88812,15678409.27,13,2512,3853.77856394,0.276671974522293,72,Greed,1,5295052.126929001
2025-02-05,56706.235562,8743231.51,11,1297,1335.74961667,0.3215111796453354,54,Neutral,1,5351758.362491001
2025-02-06,33803.799733,2818508.87,11,1703,709.13035861,0.46095126247798,49,Neutral,1,5385562.162224001
2025-02-07,22450.002091,3460263.54,13,1524,738.0892383400001,0.2821522309711286,44,Fear,1,5408012.164315001
2025-02-08,586.703253,839734.97,10,575,109.97628618,0.19130434782608696,44,Fear,1,5408598.867568001
2025-02-09,150551.829492,2920919.7,12,764,427.36182496,0.4306282722513089,46,Neutral,1,5559150.697060001
2025-02-10,63908.49465,3624958.44,14,889,491.3623421,0.4780652418447694,43,Fear,0,5623059.191710001
2025-02-11,-6093.784817,2797544.17,12,848,476.43012785,0.21816037735849056,47,Neutral,1,5616965.406893001
2025-02-12,19848.635032,4143974.54,12,1031,1099.15503114,0.4626576139670223,46,Neutral,1,5636814.041925001
2025-02-13,27829.534238,3199852.21,11,1370,823.48748402,0.4678832116788321,50,Neutral,1,5664643.576163001
2025-02-14,213860.675308,4007103.42,15,1655,961.57771575,0.42900302114803623,48,Neutral,1,5878504.251471002
2025-02-15,45042.92701,1712852.95,12,932,374.08731802,0.4302575107296137,50,Neutral,1,5923547.178481001
2025-02-16,2369.478425,806177.64,10,681,171.57200528,0.44052863436123346,54,Neutral,1,5925916.656906001
2025-02-17,1818.573295,2031044.64,9,941,253.48675564,0.22422954303931988,51,Neutral,1,5927735.230201001
2025-02-18,91204.672403,3371128.68,11,1676,609.53940291,0.5119331742243437,47,Neutral,1,6018939.902604002
2025-02-19,14985.794701,3263930.24,10,1361,688.4874495,0.4276267450404115,44,Fear,1,6033925.697305001
2025-02-20,46008.794102,4628609.29,11,2012,1232.46402475,0.47912524850894633,49,Neutral,1,6079934.491407001
2025-02-21,119693.49395,3972159.88,14,1873,829.71831377,0.5221569674319274,55,Greed,1,6199627.985357001
2025-02-22,25278.704178,3175570.2,10,686,880.16463397,0.4970845481049563,49,Neutral,1,6224906.689535001
2025-02-23,10656.934251,1141310.74,12,520,230.00271917,0.45,50,Neutral,1,6235563.6237860015
2025-02-24,38470.176242,11223619.59,14,5616,2097.96443324,0.39672364672364674,49,Neutral,1,6274033.800028002
2025-02-25,204762.177034,19414984.36,18,6246,3186.61506431,0.260646813960935,25,Fear,1,6478795.977062002
2025-02-26,63229.063129,4946958.13,13,1176,754.17254667,0.6709183673469388,21,Extreme Fear,0,6542025.040191002
2025-02-27,-36525.167517,1999898.43,9,890,512.14597331,0.27752808988764044,10,Extreme Fear,1,6505499.872674002
2025-02-28,225628.108748,4123660.77,13,1019,878.39826396,0.3886162904808636,16,Extreme Fear,1,6731127.981422002
2025-03-01,10596.108968,263824.13,5,174,37.06354539,0.4482758620689655,20,Extreme Fear,1,6741724.090390002
2025-03-02,66914.320708,6460848.74,10,532,1931.69694201,0.5018796992481203,26,Fear,1,6808638.411098002
2025-03-03,616413.032233,8244590.38,14,1482,1040.56404242,0.6153846153846154,33,Fear,1,7425051.443331002
2025-03-04,182075.566585,11124247.15,16,2402,2220.33648528,0.25353871773522063,15,Extreme Fear,1,7607127.009916002
2025-03-05,269328.365917,9193654.22,13,1660,2321.32151085,0.7584337349397591,20,Extreme Fear,1,7876455.375833002
2025-03-06,16101.125561,6765324.96,12,760,1306.61716326,0.48026315789473684,25,Fear,1,7892556.501394002
2025-03-07,150236.061627,19854275.48,14,2552,4916.50104687,0.5223354231974922,34,Fear,1,8042792.563021001
2025-03-08,24700.773359,892083.51,13,529,208.339773,0.5689981096408318,28,Fear,1,8067493.336380001
2025-03-09,19773.457395,10419697.99,12,1422,2377.0639268,0.4409282700421941,27,Fear,0,8087266.793775002
2025-03-10,-10010.027269999999,16811790.68,14,2911,3488.37247123,0.39745791824115423,20,Extreme Fear,0,8077256.766505001
2025-03-11,-76880.729036,14016952.09,16,3286,2441.08024204,0.18746195982958003,24,Extreme Fear,1,8000376.0374690015
2025-03-12,288105.984215,18618139.15,13,3968,3658.41357197,0.5645161290322581,34,Fear,1,8288482.021684001
2025-03-13,14114.870873,3285591.22,13,962,809.18670717,0.4573804573804574,45,Neutral,1,8302596.892557001
2025-03-14,68646.160089,8047187.16,10,2210,1193.48707492,0.8538461538461538,27,Fear,1,8371243.052646001
2025-03-15,78694.624572,2355749.54,8,261,574.332888,0.5938697318007663,46,Neutral,0,8449937.677218001
2025-03-16,-7910.943544999999,10187921.51,8,530,2442.48300218,0.2320754716981132,30,Fear,1,8442026.733673
2025-03-17,26163.906513,3592895.05,11,920,807.74000798,0.4532608695652174,32,Fear,1,8468190.640186
2025-03-18,72322.788824,4050655.47,13,834,857.936131,0.22541966426858512,34,Fear,1,8540513.42901
2025-03-19,29374.682341,4598813.57,12,1612,784.4900710184,0.4162531017369727,32,Fear,1,8569888.111351
2025-03-20,10246.859436,1652257.93,13,771,329.235446,0.4085603112840467,49,Neutral,1,8580134.970787
2025-03-21,6951.270374,2543903.39,9,698,633.46068283,0.5,31,Fear,1,8587086.241161
2025-03-22,12498.535254,971809.42,8,535,268.83480197,0.4747663551401869,32,Fear,1,8599584.776415
2025-03-23,14047.421585,2593519.67,10,447,597.21601403,0.32662192393736017,30,Fear,1,8613632.197999999
2025-03-24,107878.961301,3017587.05,13,1027,531.10535137,0.6153846153846154,45,Neutral,1,8721511.159301
2025-03-25,32030.90678,5372519.77,13,791,1401.35398577,0.3615676359039191,46,Neutral,1,8753542.066081
2025-03-26,15802.167427,7597754.37,17,3102,1796.80351609,0.27111540941328177,47,Neutral,1,8769344.233508
2025-03-27,58825.359221,3240279.46,11,785,714.0241193,0.33375796178343947,40,Fear,1,8828169.592729
2025-03-28,21337.179335,1483092.61,11,728,389.28339505,0.3173076923076923,44,Fear,1,8849506.772064
2025-03-29,12098.872931,3668151.83,10,1894,839.84451462,0.3558606124604013,26,Fear,1,8861605.644995
2025-03-30,15795.11514,2850874.96,9,568,759.07175327,0.16549295774647887,32,Fear,1,8877400.760135
2025-03-31,6978.184557,2164772.4699999997,12,495,482.00163111,0.5232323232323233,34,Fear,0,8884378.944692
2025-04-01,-2202.6622420000003,704445.1900000001,9,192,162.93599482,0.4583333333333333,34,Fear,1,8882176.28245
2025-04-02,202212.740938,3867930.6,11,1076,1181.2230379,0.8949814126394052,44,Fear,0,9084389.023388
2025-04-03,-2365.961276,8670233.15,17,1748,1337.1188527,0.2974828375286041,25,Fear,0,9082023.062112
2025-04-04,-25515.678949999998,3835545.73,14,1272,836.063409361,0.38757861635220126,28,Fear,1,9056507.383162
2025-04-05,35907.33771,1267564.22,10,360,282.060344,0.5805555555555556,30,Fear,1,9092414.720872
2025-04-06,47053.449272,3551252.06,14,1048,618.4359126335,0.31679389312977096,34,Fear,1,9139468.170144
2025-04-07,34527.370305,14460253.14,18,2814,2766.5551014029,0.23916133617626156,23,Extreme Fear,1,9173995.540448999
2025-04-08,34899.394798,8869391.4,17,943,2274.97769106,0.4093319194061506,24,Extreme Fear,1,9208894.935246998
2025-04-09,43120.444797,28556806.47,20,3967,6111.274358194,0.43055205444920597,18,Extreme Fear,1,9252015.380043998
2025-04-10,158261.822261,28741953.29,19,2127,6868.556500782,0.5289139633286318,39,Fear,1,9410277.202304998
2025-04-11,126406.479081,11319327.07,16,1096,2174.4390780901,0.3357664233576642,25,Fear,1,9536683.681385998
2025-04-12,410419.694533,55914617.49,20,2109,11517.596374457,0.2721669037458511,43,Fear,1,9947103.375918997
2025-04-13,48696.021521,14171154.79,17,1321,2568.3362202649,0.3618470855412566,45,Neutral,1,9995799.397439998
2025-04-14,45680.443063,13079972.98,14,890,2023.157718567,0.42247191011235957,31,Fear,1,10041479.840502998
2025-04-15,72357.706282,20752168.24,14,1131,1866.90475939,0.5720601237842617,38,Fear,1,10113837.546784997
2025-04-16,58631.730257,36502715.9,17,1608,5997.61790529,0.3401741293532338,29,Fear,1,10172469.277041998
2025-04-17,5427.919886,2604551.51,12,1031,519.20873692,0.30358874878758485,30,Fear,1,10177897.196927998
2025-04-18,4880.4047439999995,24610650.46,12,1894,4667.32793177,0.5126715945089757,33,Fear,1,10182777.601671997
2025-04-19,71950.577495,32706462.71,15,2786,6480.62633269,0.2921751615218952,32,Fear,1,10254728.179166997
2025-04-20,25060.341936,12126094.05,12,1982,1887.3296081058,0.3985872855701312,37,Fear,1,10279788.521102997
2025-04-21,34369.267906999994,42104054.84,14,1718,6356.09106388,0.3940628637951106,39,Fear,1,10314157.789009996
2025-04-22,58652.763578,33753625.24,15,2998,5749.685751,0.2961974649766511,47,Neutral,0,10372810.552587995
2025-04-23,-419020.225731,30682443.79,19,6159,7342.08084188,0.324728040266277,72,Greed,1,9953790.326856995
2025-04-24,50704.395965,35088918.64,15,2232,7366.5003199353005,0.4135304659498208,63,Greed,1,10004494.722821996
2025-04-25,20218.859206,27749455.78,16,1653,6299.0932547382,0.38596491228070173,60,Greed,0,10024713.582027996
2025-04-26,-4125.753942,11948127.77,12,1131,2652.30675352,0.1724137931034483,65,Greed,1,10020587.828085996
2025-04-27,2702.067468,487537.69,9,337,55.9267726562,0.3560830860534125,61,Greed,1,10023289.895553997
2025-04-28,36906.813759,26124921.49,8,1379,6007.2514035301,0.4169688179840464,54,Neutral,1,10060196.709312996
2025-04-29,125749.613427,34089511.66,7,2243,5149.2952871531,0.43201069995541685,60,Greed,1,10185946.322739996
2025-04-30,14003.797269,12693878.85,8,1113,2950.1837728755,0.26504941599281223,56,Greed,1,10199950.120008996
2025-05-01,54536.829297000004,10720240.52,11,1230,2652.6136779658,0.43089430894308944,53,Neutral,0,10254486.949305996
